id,source_type,source_identifier,institution_code,program_code,catalog_year,slot_code,status,source_url,last_verified_at,verified_by,verification_status
f3379829-a196-5624-9a92-38d9c4c09db6,PROVIDER_COURSE,SDC-BUS103,UMPI,BSBA,2025-2026,BLAW,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
adf0c97e-aec2-56f3-bc63-dd7a603297f8,PROVIDER_COURSE,SDC-ACCT101,UMPI,BSBA,2025-2026,ACCT1,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
d8e7fe3f-42ad-5f63-942a-4f191aaa483c,PROVIDER_COURSE,SDC-ACCT102,UMPI,BSBA,2025-2026,ACCT2,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
bae15ed5-f9c9-55c2-80ff-a172f575976f,PROVIDER_COURSE,SDC-FIN101,UMPI,BSBA,2025-2026,FIN,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
333306ba-b03a-50e9-b529-c7863c32831e,PROVIDER_COURSE,SDC-HR101,UMPI,BSBA,2025-2026,HR,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
a785c6db-19c8-5be5-a8ab-bcfbcad93e3e,PROVIDER_COURSE,SDC-CS103,UMPI,BSBA,2025-2026,INFO,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
1c8e2290-f824-5f35-ac5a-252b4676cf0c,PROVIDER_COURSE,SL-ENG101,UMPI,BSBA,2025-2026,ENG1,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
b90b1c8b-a54e-5302-856f-09970c4260ae,PROVIDER_COURSE,SL-ENG102,UMPI,BSBA,2025-2026,ENG2,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
4773602a-3406-53e5-bc5c-704ded52a78d,PROVIDER_COURSE,SL-MAT101,UMPI,BSBA,2025-2026,QR,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
ea932604-1fa3-548a-a729-c15da961c78d,PROVIDER_COURSE,SL-MAT201,UMPI,BSBA,2025-2026,STAT,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
c0f235d3-fd1d-505e-8ad3-54323c77e7f1,PROVIDER_COURSE,SL-BIO101,UMPI,BSBA,2025-2026,NS2,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
02ce6018-5324-5371-9df9-2827c3f0a9fc,PROVIDER_COURSE,SL-CHEM101,UMPI,BSBA,2025-2026,NS1,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
26030f34-8fa7-5095-b244-0f756abaf78f,PROVIDER_COURSE,SL-PSY101,UMPI,BSBA,2025-2026,SS1,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
94138666-5743-5e69-962e-270082985577,PROVIDER_COURSE,SL-SOC101,UMPI,BSBA,2025-2026,SS2,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
e97b1f88-c760-5bbf-b640-29891bab66b9,PROVIDER_COURSE,SL-ACC101,UMPI,BSBA,2025-2026,ACCT1,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
baba7d41-c85d-5240-bedb-9552e835246d,PROVIDER_COURSE,SL-ACC102,UMPI,BSBA,2025-2026,ACCT2,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
7f2ccdcd-4e7e-5aea-b9f8-8e1e02c60be5,PROVIDER_COURSE,SL-BUS105,UMPI,BSBA,2025-2026,COMM,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
6bb0d891-ddb4-5193-b618-32f6154d55a0,PROVIDER_COURSE,SL-BUS110,UMPI,BSBA,2025-2026,BUS101,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
b3f09dca-fcca-5f95-8874-6fed194d4fc2,PROVIDER_COURSE,SL-CIV101,UMPI,BSBA,2025-2026,HIST,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
6d4275eb-264a-5b7b-9b42-893db5ae4d6a,PROVIDER_COURSE,SL-CIV101,UMPI,BSBA,2025-2026,HUM1,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
dacc5fb0-d04a-5c1c-999e-f68cab86279c,EXAM,CLEP-COMP1,UMPI,BSBA,2025-2026,ENG1,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
b449736e-dc27-5d81-a2d2-6ce0280805fa,EXAM,CLEP-COMP1,UMPI,BSBA,2025-2026,ENG2,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
4d6934e7-03b3-5f6e-8b02-43713441043b,EXAM,CLEP-CALG,UMPI,BSBA,2025-2026,QR,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
f94ae885-3ada-5cba-8404-ddd8c435542f,EXAM,CLEP-CALC,UMPI,BSBA,2025-2026,QR,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
5059d68e-fa58-5abd-a256-264e573c577c,EXAM,CLEP-COLMATH,UMPI,BSBA,2025-2026,QR,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
b9f01826-96fa-5398-9bd8-2d26e1e5187a,EXAM,CLEP-USH1,UMPI,BSBA,2025-2026,HIST,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
f2278b60-9d64-56e2-a075-e6d28de0a853,EXAM,CLEP-USH2,UMPI,BSBA,2025-2026,HIST,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
1ac40776-0418-51b0-a4d0-3424cb5177f0,EXAM,CLEP-PSY,UMPI,BSBA,2025-2026,SS1,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
3012ee4c-8ca0-5eaf-be66-c96f48b83515,EXAM,CLEP-SOC,UMPI,BSBA,2025-2026,SS2,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
f61c41d5-852c-57b0-acc6-a9abc61a35c4,EXAM,CLEP-MGT,UMPI,BSBA,2025-2026,MGT,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
cd0ce01e-76fe-5fb9-b5fd-0560b81ec96d,EXAM,CLEP-MKT,UMPI,BSBA,2025-2026,MKT,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
8b5c0c60-5d74-54d7-b07b-3c77d01d10a4,EXAM,CLEP-MACRO,UMPI,BSBA,2025-2026,MACRO,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
3a4a460e-0508-5d45-b37e-36468ea5ab98,EXAM,CLEP-MICRO,UMPI,BSBA,2025-2026,MICRO,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
83947989-15cf-54ee-9700-d68988f98e87,EXAM,CLEP-IT,UMPI,BSBA,2025-2026,INFO,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
af6d865a-c53d-5fd4-aad4-2b44048c490f,EXAM,CLEP-IT,UMPI,BSBA,2025-2026,IS,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
5f25fd3e-d139-5579-a874-b870b4d0814c,EXAM,CLEP-BIO,UMPI,BSBA,2025-2026,NS1,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
6a7777d1-5008-544a-8fa8-246f41af1f3b,EXAM,CLEP-BIO,UMPI,BSBA,2025-2026,NS2,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
ae88c0e8-f8ca-5b82-92bd-39af117b8db4,EXAM,CLEP-ANA,UMPI,BSBA,2025-2026,HUM1,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
172373ec-e63f-59a6-9e7f-35e9b2c2005b,EXAM,CLEP-ANA,UMPI,BSBA,2025-2026,HUM2,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
1e4d1bbc-a7bc-51ee-9ce5-e3c1c295caf7,INSTITUTION_COURSE,ENGL101,UMPI,BSBA,2025-2026,ENG1,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
9240d6f5-0e7b-5574-9594-3253bec99982,INSTITUTION_COURSE,ENGL102,UMPI,BSBA,2025-2026,ENG2,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
e8a2f74e-c46e-538c-8fb6-9ef613d9b3be,INSTITUTION_COURSE,MATH110,UMPI,BSBA,2025-2026,QR,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
8346b0f1-1869-53bb-a20f-7c399fdbd756,INSTITUTION_COURSE,MATH210,UMPI,BSBA,2025-2026,STAT,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
7db702c1-dec9-5ed0-9b82-c498cc44942e,INSTITUTION_COURSE,BIOL101,UMPI,BSBA,2025-2026,NS2,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
9953f613-0e16-57c3-b587-9034aa9ec9f1,INSTITUTION_COURSE,CHEM101,UMPI,BSBA,2025-2026,NS1,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
832c729b-22bc-54cc-acb5-c48a8844685f,INSTITUTION_COURSE,HIST101,UMPI,BSBA,2025-2026,HIST,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
deedc5f7-9166-5a0c-b9bd-d176517b128c,INSTITUTION_COURSE,PSYC101,UMPI,BSBA,2025-2026,SS1,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
2300c280-9b54-53e3-9efe-ddb9288fe91a,INSTITUTION_COURSE,SOCI101,UMPI,BSBA,2025-2026,SS2,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
c680de31-fc8b-5fd2-9e34-a331feb55acd,INSTITUTION_COURSE,SPCH101,UMPI,BSBA,2025-2026,COMM,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
c0fdde4b-d74f-5e80-b639-907e2cb19338,INSTITUTION_COURSE,CSCI101,UMPI,BSBA,2025-2026,INFO,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
8abd508c-48cf-55c5-81ea-f6a82c12f22e,INSTITUTION_COURSE,BUS101,UMPI,BSBA,2025-2026,BUS101,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
57f982a4-f36b-5874-881d-66c56ff9c931,INSTITUTION_COURSE,ACCT201,UMPI,BSBA,2025-2026,ACCT1,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
4427c6fb-c75e-55c4-904a-19ad2d1dd35a,INSTITUTION_COURSE,ACCT202,UMPI,BSBA,2025-2026,ACCT2,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
af0de57b-41f4-59cc-83b5-18aff866a37f,INSTITUTION_COURSE,ECON201,UMPI,BSBA,2025-2026,MICRO,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
2db6a970-5653-5ff9-92f1-5b6f6da44dac,INSTITUTION_COURSE,ECON202,UMPI,BSBA,2025-2026,MACRO,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
a78d64cb-6842-5eb7-9c6c-b8c30adcc06f,INSTITUTION_COURSE,MGMT201,UMPI,BSBA,2025-2026,MGT,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
237d61c4-bad3-516a-9d6e-fe82fc357545,INSTITUTION_COURSE,MKTG201,UMPI,BSBA,2025-2026,MKT,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
7dab23eb-b5b9-5875-b12d-8b155f6d3816,PROVIDER_COURSE,SOPH-ENG1001,UMPI,BSCY,2025-2026,ENG1,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
8bb15452-ecc8-57a1-9494-34641e2d56c6,PROVIDER_COURSE,SOPH-ENG1002,UMPI,BSCY,2025-2026,ENG2,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
3c8665d1-9836-535f-ad5c-65118d5bd1de,PROVIDER_COURSE,SOPH-COMM1001,UMPI,BSCY,2025-2026,COMM,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
d0f8d08a-e75f-54f5-abde-b4512d18af34,PROVIDER_COURSE,SOPH-MATH1001,UMPI,BSCY,2025-2026,QR,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
fb1b0a11-d870-576b-a589-e5aa43a51f8e,PROVIDER_COURSE,SOPH-STAT1001,UMPI,BSCY,2025-2026,STAT,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
22fd9d82-7610-5d87-ac17-bfc14083b17d,PROVIDER_COURSE,SOPH-ENVS1001,UMPI,BSCY,2025-2026,NS2,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
d734b914-dfc8-516a-b331-0aea0bcf4ea2,PROVIDER_COURSE,SOPH-BIO1001,UMPI,BSCY,2025-2026,NS2,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
a1c578d3-7607-5809-b1aa-7d946369578b,PROVIDER_COURSE,SOPH-ART1001,UMPI,BSCY,2025-2026,HUM1,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
b32d5f22-8d7e-598b-8155-53e3f7b89790,PROVIDER_COURSE,SOPH-PHIL1001,UMPI,BSCY,2025-2026,HUM2,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
456515bb-f736-543f-a9fc-3061951a4a8c,PROVIDER_COURSE,SOPH-PHIL1002,UMPI,BSCY,2025-2026,ETHICS,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
37c9d1fd-ba91-58ac-9c1a-621c6536af82,PROVIDER_COURSE,SOPH-HIST1001,UMPI,BSCY,2025-2026,HIST,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
ab663618-64ec-5dbd-b99c-f88238402a0c,PROVIDER_COURSE,SOPH-PSYC1001,UMPI,BSCY,2025-2026,SS1,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
d56a0bc7-7963-5073-925e-4dbdaf5eb030,PROVIDER_COURSE,SOPH-SOCI1001,UMPI,BSCY,2025-2026,SS2,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
9a60584d-f09b-52bd-8046-b7c882daa7d2,PROVIDER_COURSE,SOPH-CS1001,UMPI,BSCY,2025-2026,INFO,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
d4fa7585-a178-58f7-9428-58a6ec95df03,PROVIDER_COURSE,SOPH-CS1001,UMPI,BSCY,2025-2026,IT101,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
83cbb73d-f85e-567e-9935-a433182ec982,PROVIDER_COURSE,SOPH-CS1002,UMPI,BSCY,2025-2026,DB,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
0231a86d-0586-5ef7-a7da-2cc030453f67,PROVIDER_COURSE,SOPH-CS1003,UMPI,BSCY,2025-2026,PROG,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
77c381ec-b83c-574e-81b4-42ea3a32f99f,PROVIDER_COURSE,SOPH-CS1004,UMPI,BSCY,2025-2026,WEB,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
f2959a54-0f65-57ad-9157-8e2ce662c347,PROVIDER_COURSE,SOPH-CS1005,UMPI,BSCY,2025-2026,NET,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
ebc3be1b-d1fd-5c79-a68f-ce9f0fa5a26d,PROVIDER_COURSE,SDC-ENG104,UMPI,BSCY,2025-2026,ENG1,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
373137a0-b5fd-5a38-be74-b7a64b31b390,PROVIDER_COURSE,SDC-ENG105,UMPI,BSCY,2025-2026,ENG2,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
167146fd-e7b6-585b-888e-b95139c4003b,PROVIDER_COURSE,SDC-MATH101,UMPI,BSCY,2025-2026,QR,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
783f2130-e3e6-5a25-8f4f-0fa022a50a75,PROVIDER_COURSE,SDC-STAT101,UMPI,BSCY,2025-2026,STAT,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
5e013a85-ceb2-5a8d-a5c9-da8216c28842,PROVIDER_COURSE,SDC-CS103,UMPI,BSCY,2025-2026,INFO,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
0120a6cb-223e-5971-8d45-bfe0e1bf110a,PROVIDER_COURSE,SDC-CS105,UMPI,BSCY,2025-2026,OS,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
cc723d92-a282-51fd-8a50-6c98e07f2288,PROVIDER_COURSE,SDC-CS202,UMPI,BSCY,2025-2026,NET,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
729bbc30-1bfa-521e-b765-b88fc56e6054,PROVIDER_COURSE,SDC-CS202,UMPI,BSCY,2025-2026,SEC1,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
cca91660-4274-5471-a84a-5cd67246427f,PROVIDER_COURSE,SDC-CS303,UMPI,BSCY,2025-2026,DB,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
dcfe89f1-4e93-5ede-8890-e443cd151f68,PROVIDER_COURSE,SDC-CYB101,UMPI,BSCY,2025-2026,SEC1,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
115ee59b-a297-573d-bc43-fa949eda0afc,PROVIDER_COURSE,SL-ENG101,UMPI,BSCY,2025-2026,ENG1,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
26e9d524-493c-5f2a-809d-3c7d6e6e7aaa,PROVIDER_COURSE,SL-ENG102,UMPI,BSCY,2025-2026,ENG2,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
d9a54088-1416-521b-bd20-b2973649e804,PROVIDER_COURSE,SL-MAT101,UMPI,BSCY,2025-2026,QR,VERIFIED,https://www.umpi.edu/yourpace/faqs/,2026-09-01,seed-research-2026-09,VERIFIED
